"Arica"	"Cuya"	"Iquique"	"Pozo Almonte"	"Lagunas"	"Toconao"	"Calama"	"Chuquicamata"	"María Elena"	"Tocopilla"	"Mejillones"	"Antofagasta"	"Taltal"	"Diego de Almagro"	"Caldera"	"Copiapó"	"Tierra Amarilla"	"Vallenar"	"Huasco"	"Chanaral"	"Pichilemu"	"Vicuña"	"La Serena"	"Coquimbo"	"Ovalle"	"Combarbalá"	"Illapel"	"Salamanca"	"San Antonio"	"Valparaíso"	"Viña del Mar"	"Quillota"	"La Ligua"	"San Felipe"	"Los Andes"	"Santiago"	"San Bernardo"	"Rancagua"	"San Fernando"	"Curicó"	"Talca"	"Linares"	"Cauquenes"	"Quirihue"	"Chillán"	"Constitución"	"Talcahuano"	"Concepción"	"Coronel"	"Lota"	"Curanilahue"	"Lebu"	"Santa Bárbara"	"Los Angeles"	"Angol"	"Collipulli"	"Victoria"	"Carahue"	"Nueva Imperial"	"Temuco"	"Villarica"	"Loncoche"	"Toltén"	"Valdivia"	"Los Lagos"	"La Unión"	"Río Bueno"	"Osorno"	"Puerto Varas"	"Puerto Montt"	"Calbuco"	"Ancud"	"Castro"	"Chonchi"	"Quellón"	"Lonquimay"	"Puerto Aisén"	"Coihaique"	"Cochrane"	"Villa O'Higgins"	"Puerto Natales"	"Río Verde"	"Punta Arenas"	"Puerto Williams"
"Quillota"	1601.90818625747	1534.5120671865	1408.8496354602	1409.65648078202	1332.04072671727	1124.0773122111	1182.32311935197	1196.34112894622	1181.26280436572	1204.40224489894	1090.37774736877	1029.76541963976	835.259744589835	733.290690030673	647.410970280138	620.131570414057	607.785886652012	481.62501929958	490.429009186479	428.407042958706	180.313650068836	320.774399715321	331.362240282834	325.575290824257	254.699366506495	190.613447454646	139.295452284616	125.155002680011	86.3728427968112	38.5022377559653	30.9953149812157	0	46.7393749665306	52.493009633429	61.9040923268134	84.0465339984955	95.509057569485	151.323158657459	190.67299450596	233.516634442614	288.799966597303	330.52720651567	356.006919536836	395.525206577311	420.800181700435	292.566255653939	459.043251075892	468.577322077619	492.843484001108	499.031296329594	545.266835299873	568.873004991944	537.066924760309	518.982167823035	561.563546546622	574.717311414659	603.889060164225	670.661372517439	669.352265236704	661.268482809894	716.952205853478	732.041268929796	726.073259716054	789.137649428589	787.579293534464	839.939871781602	843.226590324053	871.628349464122	951.978688999778	966.498350345465	1000.40158796101	1024.96976748714	1089.88884453799	1104.75835018178	1154.58441780341	617.503488666324	1397.6118891781	1412.76639287848	1603.3824576138	1736.69017886897	2097.17158764831	2198.38608718108	2255.73338338578	2468.70847066005
"La Ligua"	1555.18314903689	1487.80712253637	1362.15765507128	1363.03196221053	1285.4717803338	1078.98345143763	1136.25061013282	1150.24360025005	1134.76399613185	1157.72869062208	1043.67046654246	983.07642594098	788.595914801996	686.942702681996	600.688311673894	573.681736988318	561.40933888149	434.983451546053	443.716372357475	381.830313250147	224.841982920051	274.406261556175	284.660601297847	278.950806756133	207.968895557503	144.124399682637	92.571669077896	79.5205189262442	131.317354015806	74.4405697610254	69.3135270563045	46.7393749665306	0	58.4156813862937	72.661778032406	122.377992975938	136.391667166005	195.736342011615	236.869435120639	280.211215144307	335.380672249551	377.215394693214	401.64465382344	440.942595663204	467.125270446526	337.151584585939	503.50280694771	513.325110176578	537.551315562665	543.799081723101	590.034881581802	613.143777804211	583.651517758461	565.251067990414	607.533856495387	621.036466850644	650.332198766313	716.440270656946	715.366951048653	707.615298557245	763.562195923704	778.455203974667	771.987546908493	835.187471213888	833.938875206217	886.206513515404	889.580292792461	917.898271738848	998.435194370635	1012.99277563507	1046.83484430507	1071.06562039813	1136.12377305885	1150.98865553419	1200.96739589876	664.200931985324	1444.31320725737	1459.50523485716	1650.11159773028	1783.42390953462	2143.91089502282	2245.09946820823	2302.41590274381	2515.01805980776
"San Felipe"	1585.10894575683	1517.07946255746	1391.16745861114	1390.75235228568	1312.45140495649	1096.30423956089	1158.89452578014	1173.04877245637	1161.0279243672	1186.48568265161	1073.35745242327	1012.35773138231	817.642798914961	712.415590636786	631.720493499827	600.453837362039	587.521390732695	464.810526056776	478.355727677739	419.152697225746	216.595690843889	302.511752401696	320.877552167838	316.608051398166	244.439648418052	176.562680506019	131.582507075415	110.638064229429	125.633132118798	90.4023051991716	82.6529657479148	52.493009633429	58.4156813862937	0	14.2888039987031	77.9928558331043	94.5340145874255	157.907694530504	205.014879129967	252.568726087819	313.237127897366	352.759590940429	385.955668571945	426.087182654455	446.451634390966	326.806051331541	492.409184652901	501.043479049377	525.321352949155	531.297336585539	577.349923689795	602.322917752928	559.663330241133	544.533441010012	588.776394325601	599.687380267669	627.742842112953	698.512144260542	695.990810707457	685.76076730266	738.659699075495	755.810862489056	753.117087595136	815.310898295294	811.68363491914	864.645065289439	867.277178201176	896.258453667638	974.988425722584	989.123081139845	1023.56119828564	1050.52452411403	1114.4850096799	1129.37099643729	1178.01144340521	633.652711553189	1416.82558919174	1430.20364628111	1621.52011984316	1754.50003790712	2114.16604627465	2213.5897023711	2270.112314551	2478.59952534894
"Los Andes"	1593.67903016845	1525.51260449092	1399.56336856968	1398.85755194305	1320.4055504781	1102.11094510856	1165.9040398106	1180.09074922152	1168.85885239358	1194.87038922421	1081.98200704669	1020.91220642889	826.230086830526	720.280711344866	640.865363617216	608.705139778636	595.642360455186	473.892655767573	488.420707228337	429.843921396813	215.704987632943	311.640015390893	331.548442704102	327.565642881899	255.418515963701	187.264287139292	143.801814851533	122.094469334166	127.109299261694	98.3205796091179	90.5156289506461	61.9040923268134	72.661778032406	14.2888039987031	0	69.2668081313045	86.1681977888524	149.609868794353	197.950231963864	246.298425666399	308.085122580514	346.857551127221	382.169626363384	422.392894489855	441.24918512935	324.594706636253	489.496083095889	497.818628360272	522.063818318568	527.962003033398	573.895556070214	599.292635773751	553.43582656083	539.139511972129	583.805709168562	594.062033895844	621.778661124947	693.622921305398	690.74831441484	679.918942575462	732.025953576647	749.716738791542	747.949015331462	809.850824555191	805.645249888092	858.74294985914	861.192922367726	890.31939632673	968.571792116512	982.597809974567	1017.16581218744	1044.77986765417	1108.45059062679	1123.3364976641	1171.63811270101	625.720905895934	1409.30637597549	1422.24966193177	1613.70365513589	1746.5869047358	2106.02229028932	2205.02327581858	2261.35591337449	2468.87345727254
"Santiago"	1662.78710812361	1594.67016305185	1468.73195609371	1468.09524266049	1389.66260964058	1170.61332537693	1235.05474260729	1249.25105152005	1238.1238262261	1264.04064994083	1151.06266497812	1090.02085708835	895.321824245603	789.541711066539	709.640454018955	677.901465214786	664.867223647712	542.703529742578	556.296641696658	496.800423835143	160.695860719514	380.404849134853	398.57606953089	394.089305600111	321.962746865287	254.344327988239	207.837283767501	188.038916460135	88.9798907632624	99.3489435361742	93.6632976547966	84.0465339984955	122.377992975938	77.9928558331043	69.2668081313045	0	16.957432156952	80.3439239360086	129.128614008595	178.098908491998	241.164713263414	278.842077836466	317.363782108744	357.630694310387	373.956260258616	263.722976942021	426.138802242726	433.786888428032	457.910819382011	463.641490589839	509.260033463171	535.453393626509	484.923082832348	471.497010135099	516.670544001448	526.116101786468	553.474307838596	626.520651821149	623.193961332676	611.710395349827	663.16738205685	681.256068237828	680.459141240316	741.997182652998	737.220340649645	790.429195673931	792.71796034462	821.96594156824	899.826936218664	913.779078076344	948.430965306317	976.581950634288	1039.98390211273	1054.86818989565	1102.90606791202	556.454179727926	1340.06744088262	1352.98558022733	1544.43705661195	1677.32139411925	2036.77993388081	2135.89731190132	2192.31521269591	2400.62118375698
"San Bernardo"	1679.53790909781	1611.44979331247	1485.51886385531	1484.93401007323	1406.52405694115	1187.54676763249	1252.0022520891	1266.19715352339	1255.00130790291	1280.82943166175	1167.80167050749	1106.77507764304	912.069148618881	806.410983063931	726.254285516288	694.711704187344	681.698341543575	559.339625085614	572.618833621145	512.865545572557	147.941832484258	397.039462807358	414.692583920053	410.073737775866	337.994259642703	270.561573381625	223.4760259848	204.1078693194	84.2811121800629	105.321304455007	100.545809291922	95.509057569485	136.391667166005	94.5340145874255	86.1681977888524	16.957432156952	0	63.488567847935	112.195420230316	161.268026698361	224.589188951236	262.018479850328	301.241890230833	341.492741450003	357.25357488462	248.691461593603	410.293330081321	417.780011505549	441.865692952078	447.556009086646	493.088981326919	519.451938410007	468.005198051146	454.715383260254	499.977665831916	509.278961784252	536.581874800161	609.824046329731	606.416965952918	594.829734644178	646.214713410045	664.340622805502	663.690275790541	725.166090366457	720.308439570527	773.530563487418	775.7994513973	805.061814599877	882.881148760196	896.828072279912	931.485795795459	959.696274889924	1023.06438112003	1037.94839901306	1085.96068510695	539.571275578549	1323.14262087081	1336.11360815152	1527.54627133954	1660.44441410555	2019.94082826987	2119.14602720359	2175.61208189322	2384.25700099102
"Rancagua"	1742.99522427778	1674.92533476391	1548.99800267402	1548.42153865158	1470.00306821377	1250.09949240983	1315.24843287926	1329.45566569905	1318.46774759288	1344.309576916	1231.25125080424	1170.23616849876	975.526206753388	869.884507509676	789.575302919298	758.198966938825	745.186659116199	622.694479422712	635.490546430416	575.260324034994	118.105935219292	460.402593771799	477.227442586636	472.353981939351	400.414015635472	333.361811344035	285.316990113335	266.741216810849	102.340861644366	149.086074198126	146.826521095932	151.323158657459	195.736342011615	157.907694530504	149.609868794353	80.3439239360086	63.488567847935	0	51.0378330361554	101.033495563051	166.204766466537	201.18471324024	245.541338047437	285.439390343962	297.218810164709	200.45613529282	355.703753726956	362.203977199301	385.979724205474	391.411128772779	436.314557575227	463.618429908371	405.878932799256	393.896756804023	439.796685181719	447.945120626175	474.709828925994	549.523332159087	545.520346380547	533.052232691518	583.490501124215	602.178117600618	602.827249925836	663.786881538896	658.17419426895	711.527107742483	713.58049720301	742.996102034021	820.275969861638	834.119714324149	868.88757446992	897.790868411287	960.805000373261	975.68467505683	1023.34913282614	476.111515950173	1259.77852331623	1272.64187822889	1464.09681478049	1596.97748386753	1956.45303636354	2055.6933457494	2112.20678162163	2321.42986154701
"San Fernando"	1789.3542522866	1721.51720230904	1595.66152498313	1595.53179836351	1517.33660570417	1299.74112638714	1363.76776115228	1377.9400110987	1365.97808375859	1391.01360389823	1277.59399120892	1216.70335436747	1021.99191084615	917.372976417887	835.257701730549	805.209171608462	792.36943956668	668.635917450286	679.79442138292	618.52861126031	95.2104250654109	506.537112243035	520.96576947395	515.581818954322	444.103837041966	378.063903114276	328.497435317742	311.391662666102	123.070477982639	180.068928929342	179.686739383383	190.67299450596	236.869435120639	205.014879129967	197.950231963864	129.128614008595	112.195420230316	51.0378330361554	0	49.996048656598	115.32962955065	150.335261285662	195.252185540168	234.941864655005	246.23569581331	154.696578591256	305.55513223626	311.736662758941	335.403500909866	340.765044087348	385.505006282579	413.00039636761	355.820687090071	343.114013943331	388.86345599518	397.375790322493	424.457155248761	498.626591478435	494.786198871189	482.740269975106	534.094778815919	552.158241674881	552.087472695063	613.261010518638	608.131715725515	661.38234845597	663.612148953059	692.900150981962	770.711301373701	784.688707640629	819.313369316798	847.580645960751	910.875327579003	925.759024042466	973.788737130983	429.018315996951	1211.82431832676	1225.44933468293	1416.64623617421	1549.69426703698	1909.57730434732	2009.64724127412	2066.56146875942	2278.14928310537
"Curicó"	1834.88951811732	1767.28129084428	1641.51182021954	1641.80086427727	1563.82622482438	1348.40772520285	1411.3842599689	1425.52218053168	1412.65699463015	1436.93888357086	1323.21095233524	1262.45151025812	1067.80300197487	964.146938062041	880.460665237805	851.607760318082	838.927436720502	714.199031674597	723.925916100854	661.851866438004	96.3355022517727	552.461034816197	564.871005745929	559.072385861383	488.159962507742	423.131496256111	372.604236917081	356.685681757129	157.222624777451	217.70113315343	218.586031065835	233.516634442614	280.211215144307	252.568726087819	246.298425666399	178.098908491998	161.268026698361	101.033495563051	49.996048656598	0	65.6928045539176	100.750762454648	146.422794817634	185.706532811853	196.33939446511	114.102356444568	256.704757432474	262.461408460862	285.97275052603	291.24325763463	335.768605751333	363.487514780824	307.164236383708	293.489045825291	339.022792130604	348.017316180741	375.493928392057	448.824555508252	445.190786945792	433.674624377214	486.116265910307	503.420756367142	502.476855584797	563.900594135188	559.346825163902	612.462137423361	614.897257139289	644.02927113084	722.429604134952	736.554456573578	771.00790177314	798.551368577702	862.15269096972	877.038645471263	925.466401856216	383.989904322368	1165.20085206575	1179.6387409467	1370.51757667567	1503.7189205636	1863.97785579331	1964.89594949745	2022.2171939577	2236.20669456147
"Talca"	1890.19865420833	1822.99454702564	1697.41116262288	1698.4090047881	1620.83784022958	1409.48015611919	1470.43373276361	1484.50479838759	1470.04952287602	1493.04420300474	1378.86149274415	1318.35196051111	1123.93855068541	1021.95234397444	935.813234096247	908.898571293052	896.491714350455	770.357448361117	777.897137159183	714.783058676888	123.26296982854	609.515697622742	618.935223225195	612.56608975559	542.731968008158	479.413336813889	427.879560888282	413.646114687163	206.395372890602	267.70629931328	269.912254157184	288.799966597303	335.380672249551	313.237127897366	308.085122580514	241.164713263414	224.589188951236	166.204766466537	115.32962955065	65.6928045539176	0	43.4160566740575	81.2253723101099	120.085384723527	133.21814670274	69.4000778273543	191.261159330094	196.798901839258	220.280619540502	225.55465272871	270.177238069175	297.799352393952	248.271871894211	231.326273592308	275.724489482978	286.660857936873	315.306806697847	385.554380633725	382.760843022697	372.99431695877	428.187176241066	443.499389818217	439.91426844567	502.098854348764	499.188992804637	551.862542242548	554.835579581843	583.521553008116	663.296723809552	677.751095158659	711.763784924356	737.483723846119	801.824632645736	816.706056573458	866.049893353839	333.436705087606	1109.22651302248	1125.24067033594	1315.38386783212	1448.81088334954	1809.63480897487	1912.06387194605	1970.09210260024	2188.14384069262
"Linares"	1932.34531015003	1865.01897477352	1739.37246962085	1740.13534478234	1662.4149160474	1448.92926026221	1511.11367173466	1525.21933667751	1511.47262084977	1534.92890534585	1420.88095681006	1360.28994578457	1165.78366894122	1063.17016163251	977.873806004275	950.306623013385	937.790470681263	812.13926528995	820.288702273371	757.385926883662	166.572748153895	650.940234467582	661.25916735253	655.018961917564	584.897311494292	521.04394508426	469.781596241951	454.996330907578	249.138936892589	310.491481464712	312.491373280758	330.52720651567	377.215394693214	352.759590940429	346.857551127221	278.842077836466	262.018479850328	201.18471324024	150.335261285662	100.750762454648	43.4160566740575	0	67.0930030340148	97.6384886658869	96.3545109158221	94.0977980306052	168.020097730875	170.938769568358	192.959898088356	197.524558880721	240.035465876936	269.105819740961	207.060496547354	192.786745945503	238.64856728589	247.280281879512	274.987870750212	348.340473862888	344.475730999672	333.068567778256	386.644701944215	403.058983147773	401.771127779066	463.155374405117	458.924044833947	511.921477562692	514.520192949994	543.519544796426	622.443605074228	636.724053663151	670.982223148183	697.92235868709	761.727089381259	776.613160349387	825.38918937125	290.089388434966	1067.10209264097	1082.67708283034	1273.02686900139	1406.40133120125	1767.09895552854	1869.21184505091	1927.12106948699	2144.77455968524
"Cauquenes"	1951.66647523539	1885.09617873398	1759.87597628298	1761.90858496452	1684.98934484493	1479.96701197762	1537.7417306984	1551.70077678057	1534.88811560346	1555.98613580401	1441.2727347749	1381.19337301724	1187.39440971345	1087.95045737076	998.563756684925	974.392686903313	962.396423603781	834.679506489058	839.278720491274	775.076202974354	178.079109531563	675.671304185691	681.185397721778	674.129983479941	606.109835804876	545.381347275177	493.092507673646	481.004324787513	270.364139986609	330.092655404345	333.546700537346	356.006919536836	401.64465382344	385.955668571945	382.169626363384	317.363782108744	301.241890230833	245.541338047437	195.252185540168	146.422794817634	81.2253723101099	67.0930030340148	0	40.2727880765982	73.7046969235594	70.6772933143796	110.326551820951	116.737025539235	140.689914975774	146.322166255184	191.912137254241	218.337945091328	192.009241951962	166.830493092621	206.421892182898	222.604456211467	253.475039261996	314.826321800301	314.253086680756	308.865835935717	369.252181730928	380.154445902508	370.548072406217	434.084029868329	434.798693238857	486.156025496943	490.234101534964	517.819909718106	599.939098835831	614.960505513016	647.970664704781	669.988293796672	735.613862525505	750.444888526341	801.41157872758	291.368862779401	1050.15442249773	1068.7890740897	1257.34687900187	1390.95352092776	1752.30885553903	1857.05129821407	1916.13790473317	2140.20813654993
"Quirihue"	1989.19734611135	1922.80453868722	1797.69717047068	1799.9936527395	1723.24700207669	1519.59138299904	1576.74436321358	1590.67775703405	1573.33396183225	1593.96338214898	1479.13832853187	1419.18129395954	1225.58397209043	1126.75208116678	1036.64988483723	1013.11941374328	1001.21595724037	873.207823921561	877.117395456181	812.694570768033	216.670950580945	714.676020904604	719.352352584113	712.145169800389	644.599195938819	584.451653217502	532.078362539763	520.383304122923	309.625453541603	368.888055910695	372.548677457082	395.525206577311	440.942595663204	426.087182654455	422.392894489855	357.630694310387	341.492741450003	285.439390343962	234.941864655005	185.706532811853	120.085384723527	97.6384886658869	40.2727880765982	0	52.0063914847877	106.144186917002	71.4716945823347	76.7950824516413	100.564294207286	106.113154678248	151.639435240832	178.223341617227	161.063206037271	132.078520354435	168.66269383448	187.017728759075	218.534155654773	275.983137568135	276.15539246306	272.463255831706	334.624415521581	343.704489091503	331.996472432309	395.830002080234	397.777477880146	448.559438079675	453.005819636929	480.168584042317	562.944630110192	578.13747033513	610.765620074388	631.604766100824	697.56095932821	712.366213115443	763.792059532502	265.444203729175	1014.18675364261	1033.71839283881	1221.62192563282	1355.23485748616	1716.66124568616	1822.16404314167	1881.60364232995	2107.78938212023
"Chillán"	2020.45485062289	1953.56523284716	1828.14618181304	1829.62558004706	1752.32851253056	1542.65617337702	1603.02289032105	1617.06374178965	1601.80220876598	1623.9800888739	1509.52549046608	1449.21206005535	1255.04257086895	1154.06039638603	1066.53170943312	1040.7923954583	1028.53321153171	901.724661868347	907.852352748443	844.105078204666	247.039157225837	741.522925067767	749.235310690066	742.505397236034	673.517171976101	611.246730415503	559.350174947622	545.904159072122	336.676185027189	397.457970592591	400.311946202968	420.800181700435	467.125270446526	446.451634390966	441.24918512935	373.956260258616	357.25357488462	297.218810164709	246.23569581331	196.33939446511	133.21814670274	96.3545109158221	73.7046969235594	52.0063914847877	0	144.060689668132	91.084754089757	87.9446656740046	105.306446331673	108.444568086869	146.868035669281	177.057708787515	119.22254348464	98.2496952310798	142.727180657661	153.917768007695	183.471350507244	252.570548205994	249.542704846494	240.490804344774	298.200633502907	311.412827166384	306.706711805603	368.937066132136	366.816815822656	419.153834492499	422.455817063933	450.838929474097	531.466768555855	546.167810683214	579.797627071376	604.477149748936	669.120873447503	683.994493151132	733.852643317275	217.897236017745	979.764978963196	997.423024942999	1186.60110385685	1320.16784437367	1681.38280424211	1785.37730506957	1844.16969255548	2067.04062513724
"Constitución"	1883.09336408932	1816.7463621597	1691.67955869997	1694.10065207799	1617.46644832332	1416.11789137405	1471.80366731622	1485.694775022	1467.71049465997	1488.01843685201	1373.14527818293	1313.24720477762	1119.77936959607	1021.5654875607	930.792051118202	907.85307747482	896.076391779988	767.737318132527	771.141423357764	706.639270328056	112.329947838272	609.926237699322	613.591991840974	606.283723103238	539.15346247244	479.916717147503	427.430375233139	416.669486872067	206.210484509052	264.150433264113	268.207578051749	292.566255653939	337.151584585939	326.806051331541	324.594706636253	263.722976942021	248.691461593603	200.45613529282	154.696578591256	114.102356444568	69.4000778273543	94.0977980306052	70.6772933143796	106.144186917002	144.060689668132	0	166.477443066407	176.180257011053	200.399762121593	206.655900395969	252.887738732895	276.346307956624	262.684318357112	236.950519426089	274.806879069764	292.488495105732	323.644496654461	381.676147648331	382.234023582515	378.373683118707	439.585424311806	449.654863582479	437.857510168726	501.819025521005	503.884734144512	554.697423211118	559.142107668095	586.300209231586	669.059114448246	684.222224321721	716.904466146442	737.476851660981	803.582876471165	818.377078405393	869.917409808015	360.884695160742	1120.01547392468	1139.06233132306	1327.34430780263	1460.95756546764	1822.35491106668	1927.40641795403	1986.5971813829	2210.87804169629
"Talcahuano"	2044.37075600834	1978.54548783974	1853.8355963522	1856.96592021272	1780.8086819809	1582.35795930977	1636.95079886176	1650.78380158262	1631.58170845021	1650.6803549467	1535.566632075	1476.02606937885	1283.19632134409	1186.47245662837	1094.10663387153	1072.67688005106	1061.1034879562	932.26033284076	934.026616355977	869.067266389654	278.772962296022	775.560429409768	777.526121635787	769.879810813217	703.926165093187	645.815917132006	593.289768356831	583.00226925801	372.683414874598	430.153094493577	434.423403748834	459.043251075892	503.50280694771	492.409184652901	489.496083095889	426.138802242726	410.293330081321	355.703753726956	305.55513223626	256.704757432474	191.261159330094	168.020097730875	110.326551820951	71.4716945823347	91.084754089757	166.477443066407	0	13.9288547054923	35.0496397646049	41.6429503609706	87.1548905005867	109.958355296707	143.779641804666	106.471200498484	124.65535208163	150.989770926478	182.670556740909	221.638831311406	225.402261235838	228.789831788195	295.421232164558	298.094569493362	278.102441978242	342.474490458388	349.248486087427	397.339617855308	403.122876073152	428.483895016905	513.092119967345	528.787955100312	559.926152181014	576.292538606382	643.314968661812	657.978782911647	710.938393635549	252.936815556336	966.155751249059	988.3105723952	1173.98782441814	1307.45838928402	1668.78309931225	1776.3763969555	1836.75360489782	2068.36828167118
"Concepción"	2055.96576905779	1990.04151611666	1865.25692402896	1868.23594925866	1791.9634618564	1592.29784569311	1647.5412103717	1661.39793054457	1642.59350473266	1661.98747839858	1546.91937327219	1487.29896318837	1294.30909105133	1197.13999533007	1105.22932942169	1083.36756767242	1071.71976658151	943.03927793519	945.228664910263	880.354579178211	288.486425850715	785.898273052958	788.453609690064	780.891507029597	714.596206315359	656.00216530753	603.494194157027	592.844657022421	382.279108848441	440.254133970327	444.37885361432	468.577322077619	513.325110176578	501.043479049377	497.818628360272	433.786888428032	417.780011505549	362.203977199301	311.736662758941	262.461408460862	196.798901839258	170.938769568358	116.737025539235	76.7950824516413	87.9446656740046	176.180257011053	13.9288547054923	0	24.2934295863362	30.4759083482663	76.7100009064134	101.672028984478	130.518738540619	92.9922583022242	110.90125781578	137.067880532752	168.768640568597	209.25679618004	212.529488373559	215.269378907134	281.725566365764	284.815067367079	265.75818635754	330.131361264216	336.300522240558	384.75015237133	390.372509513226	415.97845364465	500.403930099142	516.048046449411	547.380327394561	564.413623566572	631.284966066252	645.975963720522	698.716833602993	239.52386755462	953.377612683716	975.274089776341	1161.19108142547	1294.68823147335	1656.04600431896	1763.43178881479	1823.72461609507	2054.93534887389
"Coronel"	2079.39426294819	2013.54901117965	1888.82050520456	1891.90514900063	1815.70582828567	1616.51185750422	1671.56454145228	1685.41184337612	1666.41843579138	1685.63129319769	1570.531407003	1510.96520772801	1318.07486997899	1221.1295390544	1128.98807076267	1107.3463834343	1095.72949523559	966.977445153895	968.937578782233	904.007721674545	312.720205575072	810.004582277742	812.317297689098	804.710315502205	738.579072218411	680.150599491563	627.63642110738	617.069178781099	406.535329960777	464.418132844671	468.5767913844	492.843484001108	537.551315562665	525.321352949155	522.063818318568	457.910819382011	441.865692952078	385.979724205474	335.403500909866	285.97275052603	220.280619540502	192.959898088356	140.689914975774	100.564294207286	105.306446331673	200.399762121593	35.0496397646049	24.2934295863362	0	6.62721762724996	52.5125316342607	77.6601064388347	123.362804580699	85.4439123546554	93.3876629130556	121.824950615463	152.646396782435	186.753941773225	190.951544231924	195.764046939472	263.067006537363	264.284080165029	243.181849642949	307.543104153057	314.827995655913	362.546372191285	368.464037265151	393.630040321743	478.362345621856	494.101955168184	525.08705928556	541.243834010916	608.279195996539	622.939284503144	675.943579439451	230.332142630317	931.480768341101	953.933431056658	1139.32515493029	1272.76853585044	1634.05974517522	1741.86261486949	1802.34692200733	2034.73940403084
"Lota"	2085.9486248585	2020.09056969987	1895.35186845201	1898.41472689037	1822.19773799233	1622.77316670793	1677.95852783922	1691.81028193977	1672.88727743419	1692.14629260772	1577.05296042099	1517.47508820975	1324.56009813585	1227.5385357399	1135.47484429177	1113.75982047835	1102.12930919755	973.406949485698	975.436546430167	910.519301494216	318.959327439451	816.352618229415	818.772539079941	811.17940564639	744.989933641013	686.469992051731	633.960225213157	623.318846528322	412.74174491484	470.725256202328	474.854603730781	499.031296329594	543.799081723101	531.297336585539	527.962003033398	463.641490589839	447.556009086646	391.411128772779	340.765044087348	291.24325763463	225.55465272871	197.524558880721	146.322166255184	106.113154678248	108.444568086869	206.655900395969	41.6429503609706	30.4759083482663	6.62721762724996	0	46.2392082004977	72.244737388076	119.628766946046	81.8955870398283	87.4289453311496	116.238122311202	146.826833296548	180.126798327174	184.352718663564	189.367149805598	256.76211217665	257.758663711426	236.555802023663	300.917776487228	308.22795518887	355.92006079852	361.843972499093	387.002822693721	471.738092808352	487.479801508442	518.459870079053	534.652036401563	601.674169450617	616.336601942129	669.325750100002	225.84467209326	924.858549123938	947.332857028905	1132.70343901656	1266.14539664733	1627.43506819299	1735.25007632175	1795.74276145609	2028.21686713815
"Curanilahue"	2131.26296598579	2065.51597054373	1940.8559021547	1944.06045739932	1867.93967479132	1669.00552629891	1724.03490811467	1737.87669032428	1718.73471491169	1737.76098313914	1622.62722414576	1563.12202711605	1370.33796962731	1273.58094511527	1181.24751138055	1159.79150485522	1148.19398025439	1019.39552602049	1021.15123968511	956.165966447087	365.196417766619	862.511693714094	864.67958523662	857.034138101723	791.030489216368	732.663130511146	680.148860838504	669.554279894497	458.980473155343	516.92951930635	521.078770344816	545.266835299873	590.034881581802	577.349923689795	573.895556070214	509.260033463171	493.088981326919	436.314557575227	385.505006282579	335.768605751333	270.177238069175	240.035465876936	191.912137254241	151.639435240832	146.868035669281	252.887738732895	87.1548905005867	76.7100009064134	52.5125316342607	46.2392082004977	0	30.8973252863767	118.231036106121	86.515447692157	65.3128122441948	96.2030217184999	121.815207765237	137.521094663479	143.995809798363	154.080108175232	222.305207748063	219.068373301513	193.421879591511	257.548413312543	267.169721129151	313.20568248865	319.711601691318	343.94372564009	429.15412215067	445.059502223992	475.350418067965	489.941082623034	557.224242453011	571.827771808692	625.259037559977	212.951508303509	882.258519507167	905.723975571436	1090.10434382677	1223.42737289972	1584.55690059921	1693.08073193578	1753.8999660539	1988.42788326597
"Lebu"	2149.88098350736	2084.44137736538	1960.01759880385	1963.65198341193	1887.85677439445	1691.77516782458	1745.38519505419	1759.17001170098	1739.04894709548	1757.27838160934	1642.0367060269	1582.76501807165	1390.44984406729	1294.80975000526	1201.38238507513	1180.98921069859	1169.5653177288	1040.42415164646	1041.13734527449	975.959017312459	388.565241057738	884.557930953807	885.417233819407	877.573688829656	812.391769658869	755.053682596021	702.521898382302	692.608515817055	482.501551448789	539.570391586916	543.977058451456	568.873004991944	613.143777804211	602.322917752928	599.292635773751	535.453393626509	519.451938410007	463.618429908371	413.00039636761	363.487514780824	297.799352393952	269.105819740961	218.337945091328	178.223341617227	177.057708787515	276.346307956624	109.958355296707	101.672028984478	77.6601064388347	72.244737388076	30.8973252863767	0	143.679079999603	114.955659964514	85.0990306528389	114.071920688465	134.566498446606	129.302711307774	139.415764724058	155.78673223747	223.134904161216	214.933102378722	182.713546327353	245.532752875792	259.019693925713	301.953307207342	309.407142544204	331.884976660622	417.546673340859	433.669273411396	462.683450599176	473.984452482435	541.736916604126	556.185041995616	610.474813976093	230.650111111253	869.828123523347	894.803466128561	1077.53286458462	1210.59807959838	1571.34522533445	1680.96124822228	1742.25544652168	1979.53407620986
