"Arica"	"Cuya"	"Iquique"	"Pozo Almonte"	"Lagunas"	"Toconao"	"Calama"	"Chuquicamata"	"María Elena"	"Tocopilla"	"Mejillones"	"Antofagasta"	"Taltal"	"Diego de Almagro"	"Caldera"	"Copiapó"	"Tierra Amarilla"	"Vallenar"	"Huasco"	"Chanaral"	"Pichilemu"	"Vicuña"	"La Serena"	"Coquimbo"	"Ovalle"	"Combarbalá"	"Illapel"	"Salamanca"	"San Antonio"	"Valparaíso"	"Viña del Mar"	"Quillota"	"La Ligua"	"San Felipe"	"Los Andes"	"Santiago"	"San Bernardo"	"Rancagua"	"San Fernando"	"Curicó"	"Talca"	"Linares"	"Cauquenes"	"Quirihue"	"Chillán"	"Constitución"	"Talcahuano"	"Concepción"	"Coronel"	"Lota"	"Curanilahue"	"Lebu"	"Santa Bárbara"	"Los Angeles"	"Angol"	"Collipulli"	"Victoria"	"Carahue"	"Nueva Imperial"	"Temuco"	"Villarica"	"Loncoche"	"Toltén"	"Valdivia"	"Los Lagos"	"La Unión"	"Río Bueno"	"Osorno"	"Puerto Varas"	"Puerto Montt"	"Calbuco"	"Ancud"	"Castro"	"Chonchi"	"Quellón"	"Lonquimay"	"Puerto Aisén"	"Coihaique"	"Cochrane"	"Villa O'Higgins"	"Puerto Natales"	"Río Verde"	"Punta Arenas"	"Puerto Williams"
"Chonchi"	2701.37141208227	2635.1151284464	2510.05315826015	2512.31566085907	2435.43364365976	2225.43750151602	2287.01628178009	2301.05823157057	2285.26260608796	2306.3219817761	2191.50330479687	2131.53626582496	1937.83223066888	1837.9054865535	1748.96219502851	1724.50912671648	1712.35533597247	1585.04100256782	1589.48344816997	1525.01474535013	928.523673454492	1425.38720897002	1431.6074802049	1424.47802069803	1356.51937555681	1295.07100105092	1243.01277361319	1229.88571796284	1020.13671482613	1080.39524958126	1083.62486889643	1104.75835018178	1150.98865553419	1129.37099643729	1123.3364976641	1054.86818989565	1037.94839901306	975.68467505683	925.759024042466	877.038645471263	816.706056573458	776.613160349387	750.444888526341	712.366213115443	683.994493151132	818.377078405393	657.978782911647	645.975963720522	622.939284503144	616.336601942129	571.827771808692	556.185041995616	569.945552079375	585.779343483587	544.024507591445	530.116585467708	501.62857123674	437.057488718437	436.245236188041	443.715466714143	393.316797646661	373.623162300243	380.652535933961	316.559066221144	317.696800851519	264.854599144418	262.151610770562	233.1855516698	157.643904208005	146.109728498167	110.136554729115	82.3008801350782	14.8862004002769	0	57.0663654894015	512.889004392614	322.664275843221	357.244133433316	527.14934815736	658.576849319328	1017.49614285792	1129.96035680642	1192.7559029568	1442.1031750403
"Quellón"	2752.97684598974	2686.49601763742	2561.28696370982	2563.19417677517	2486.07059000053	2273.44439357819	2336.43987610285	2350.52573027412	2335.63967952107	2357.35576203285	2242.68047156335	2182.56309034995	1988.62150491323	1887.87500481393	1799.89870944249	1774.64347337184	1762.36262254538	1635.49888785664	1640.68980758959	1576.42197354758	979.399769740353	1475.34767625581	1482.5082302095	1475.52361896669	1407.12761462862	1345.09152574995	1293.19477975901	1279.61498243327	1070.42840885759	1130.95649184751	1134.01340797019	1154.58441780341	1200.96739589876	1178.01144340521	1171.63811270101	1102.90606791202	1085.96068510695	1023.34913282614	973.788737130983	925.466401856216	866.049893353839	825.38918937125	801.41157872758	763.792059532502	733.852643317275	869.917409808015	710.938393635549	698.716833602993	675.943579439451	669.325750100002	625.259037559977	610.474813976093	618.362739165229	635.833677677022	595.174033575442	579.970830745068	550.747589461055	489.490514727583	487.734134432592	493.36713783583	439.900972722522	422.561102527108	432.986617379889	368.643001462532	367.039089549475	315.268003112147	311.414098192405	283.629680084193	203.080315912665	189.398237255349	154.475368218877	138.019804478273	70.0703209289128	57.0663654894015	0	555.768064790499	265.631771553295	300.426996793806	470.556116229336	602.334193611878	961.81862988906	1073.68218109148	1136.28624558078	1385.05313749789
"Lonquimay"	2218.36239489702	2150.53340884978	2024.67055048804	2024.40478521517	1946.07340773857	1723.03227315767	1790.86203204945	1805.10781901274	1794.57228756935	1820.01440997993	1706.60665502896	1645.72165969521	1451.00968184898	1345.97699371667	1264.14439168875	1234.09639883801	1221.17241940693	1097.62156060914	1107.91357373026	1045.75663067016	455.893544954764	935.555020161851	948.860906021072	943.031786775266	872.14045323789	806.810461173862	756.558812140974	740.215400340071	538.559147037603	599.859788825373	601.455795703358	617.503488666324	664.200931985324	633.652711553189	625.720905895934	556.454179727926	539.571275578549	476.111515950173	429.018315996951	383.989904322368	333.436705087606	290.089388434966	291.368862779401	265.444203729175	217.897236017745	360.884695160742	252.936815556336	239.52386755462	230.332142630317	225.84467209326	212.951508303509	230.650111111253	109.309636843021	146.536055236511	147.673185675763	117.071175503096	98.9012105141871	171.143060982617	153.903381980556	121.618529052271	127.717852951455	159.546693609686	192.287211560747	230.312222408103	209.18091506244	260.951632215154	258.774650094482	289.422338114704	355.246921600392	367.313753526743	403.138412464543	441.238035146315	498.272672066356	512.889004392614	555.768064790499	0	784.0591950533	796.557554465008	987.990295392321	1120.87600207735	1480.56987667941	1580.92711207701	1638.24445151427	1854.71543223023
"Puerto Aisén"	2999.41528264241	2932.12012708827	2806.45768528782	2806.98968657495	2729.01469009585	2506.48048228625	2574.88117236921	2589.1162486332	2577.76480942618	2601.97419776536	2487.98263930686	2427.37159691332	2232.81807876389	2129.17852488258	2044.97102848502	2016.79863746662	2004.07352355395	1879.16138946769	1887.06313693531	1823.65590295142	1226.7975835261	1717.63834464241	1728.15089627148	1721.70096303026	1651.93964523079	1588.02376229994	1536.88207300946	1521.76703516308	1315.43748517069	1376.59554939853	1379.0534686261	1397.6118891781	1444.31320725737	1416.82558919174	1409.30637597549	1340.06744088262	1323.14262087081	1259.77852331623	1211.82431832676	1165.20085206575	1109.22651302248	1067.10209264097	1050.15442249773	1014.18675364261	979.764978963196	1120.01547392468	966.155751249059	953.377612683716	931.480768341101	924.858549123938	882.258519507167	869.828123523347	861.377721940004	883.329087594306	846.182678862882	827.581518348667	796.756366473861	744.945932697993	740.856794589135	741.724935032515	681.593751952318	670.518856975967	688.836640497342	624.826467711184	617.267712352453	569.081786198364	563.033116225165	538.359484304742	453.158084313206	437.378821873494	407.160784663225	402.891844504415	335.539123935124	322.664275843221	265.631771553295	784.0591950533	0	52.6297735797427	207.85380258963	341.311432795225	702.710006250414	811.141711598074	872.753776229096	1119.45151817864
"Coihaique"	3014.52823162507	2946.87177396034	2821.05816446986	2820.94857393164	2742.62980104203	2516.12168972012	2586.64146141593	2600.92892110771	2591.10806931291	2616.43427637943	2502.83662045563	2442.03679759802	2247.35277131742	2142.52458756638	2060.07954358199	2030.62919357015	2017.72503463991	1893.81209342436	1902.94437793537	1840.01844493917	1244.28538453286	1731.90321872286	1743.88986111518	1737.69549942018	1667.41101584166	1602.77005333151	1552.04517200148	1536.29793675062	1331.63597459035	1392.93443688061	1395.12097867736	1412.76639287848	1459.50523485716	1430.20364628111	1422.24966193177	1352.98558022733	1336.11360815152	1272.64187822889	1225.44933468293	1179.6387409467	1125.24067033594	1082.67708283034	1068.7890740897	1033.71839283881	997.423024942999	1139.06233132306	988.3105723952	975.274089776341	953.933431056658	947.332857028905	905.723975571436	894.803466128561	878.449700483384	902.112238787262	866.719287764004	846.717363621198	815.419186448409	768.203291414839	762.982188031272	761.72971153165	699.538938622918	690.931699264007	712.644405057398	649.272341564775	639.105449724304	592.938312745189	586.031362804326	562.964593036108	477.270201968856	461.134322329123	433.171624647467	435.023940072565	369.166908825652	357.244133433316	300.426996793806	796.557554465008	52.6297735797427	0	192.172786462856	324.363712312995	684.425939736683	788.47649910316	848.450651805813	1087.67070820536
"Cochrane"	3205.28647978404	3137.7844677801	3012.02870379996	3012.16781170386	2933.9670273567	2708.25901376482	2778.48403863961	2792.7608106535	2782.52879529308	2807.452663423	2693.68571551979	2632.962434935	2438.32057565348	2333.92029714439	2250.78863033144	2221.85157452387	2209.00958421383	2084.70527845259	2093.27253769344	2030.09017059559	1433.62785621059	1922.93631985439	1934.27327120724	1927.94988630713	1857.91530229296	1793.59220727134	1742.67790810464	1727.20126782726	1521.72807750204	1582.96282577223	1585.29217771275	1603.3824576138	1650.11159773028	1621.52011984316	1613.70365513589	1544.43705661195	1527.54627133954	1464.09681478049	1416.64623617421	1370.51757667567	1315.38386783212	1273.02686900139	1257.34687900187	1221.62192563282	1186.60110385685	1327.34430780263	1173.98782441814	1161.19108142547	1139.32515493029	1132.70343901656	1090.10434382677	1077.53286458462	1067.93743061007	1090.52147347994	1053.79749427434	1034.85949833822	1003.87958462831	952.799724204381	948.663732695866	949.19638766545	888.411392895203	878.052272657859	896.682902750361	832.648473355265	825.017726946391	776.93454007527	770.869069723112	746.189528919068	661.011812552115	645.224606717669	614.927196391788	608.524934542161	540.611979099166	527.14934815736	470.556116229336	987.990295392321	207.85380258963	192.172786462856	0	133.613947659111	495.047482268615	603.616031306159	665.786379683093	918.928828017976
"Villa O'Higgins"	3338.56631160059	3270.9994831319	3145.21621778377	3145.22196896825	3066.9443397049	2839.99815972735	2910.96177052643	2925.25389649765	2915.44497030709	2940.61550215013	2826.92464569711	2766.16749164802	2571.50426609502	2466.85291017842	2384.07724310523	2354.89796945129	2342.01728385305	2217.91790232406	2226.67700355866	2163.55328954671	1567.18696628681	2056.08167027785	2067.65990933374	2061.36982746971	1991.26533308915	1926.82907396564	1875.98380732484	1860.40269649122	1655.17437215407	1716.42427815107	1718.72307018906	1736.69017886897	1783.42390953462	1754.50003790712	1746.5869047358	1677.32139411925	1660.44441410555	1596.97748386753	1549.69426703698	1503.7189205636	1448.81088334954	1406.40133120125	1390.95352092776	1355.23485748616	1320.16784437367	1460.95756546764	1307.45838928402	1294.68823147335	1272.76853585044	1266.14539664733	1223.42737289972	1210.59807959838	1201.46410216136	1224.12961358543	1187.39004736192	1168.47217668512	1137.4839157513	1086.18619075713	1082.16822001845	1082.80626312527	1021.98746951755	1011.65573618526	1030.01607161431	965.919485464196	958.56261943774	910.309596636265	904.336046108561	879.485895761528	794.41685501616	778.672498765294	748.138841176592	740.347675450153	672.278811578132	658.576849319328	602.334193611878	1120.87600207735	341.311432795225	324.363712312995	133.613947659111	0	361.44438927478	471.383656898038	534.512016996436	795.072780139828
"Puerto Natales"	3698.83921973263	3631.09085769265	3505.23829218821	3504.87442358636	3426.39463825676	3196.27646134246	3269.11213035421	3283.44151585427	3274.7475740873	3300.58427775835	3187.11302628749	3126.26685672756	2931.56266925149	2826.25991904025	2744.43790987067	2714.61755451113	2701.63820652708	2578.09112206169	2587.37030456851	2524.41785295288	1928.36686575524	2416.10095640325	2428.31534589739	2422.1179155209	2351.82821327788	2287.10238870794	2236.44255826795	2220.59523534341	2016.02732096313	2077.31328935667	2079.5287924719	2097.17158764831	2143.91089502282	2114.16604627465	2106.02229028932	2036.77993388081	2019.94082826987	1956.45303636354	1909.57730434732	1863.97785579331	1809.63480897487	1767.09895552854	1752.30885553903	1716.66124568616	1681.38280424211	1822.35491106668	1668.78309931225	1656.04600431896	1634.05974517522	1627.43506819299	1584.55690059921	1571.34522533445	1562.57355956223	1585.4952091699	1548.83390529573	1529.8664620869	1498.83389695697	1447.41538536294	1443.54066566279	1444.24279951986	1383.24728867267	1373.09872554828	1391.18131122975	1327.0121117892	1319.97767901319	1271.54271175725	1265.67592734049	1240.62664576437	1155.69883928489	1140.00189161685	1109.20749068833	1099.62013295911	1031.47362082879	1017.49614285792	961.81862988906	1480.56987667941	702.710006250414	684.425939736683	495.047482268615	361.44438927478	0	125.733860967895	192.931590174798	482.97507627975
"Río Verde"	3798.68326011382	3730.52233370766	3604.55658627725	3603.39918292493	3524.54883493458	3289.65826590454	3365.09359817523	3379.47362679015	3372.68770618866	3399.8649288261	3286.94459636778	3225.91800793448	3031.21507493834	2924.63667183879	2844.90267245414	2813.6726380879	2800.50479960086	2678.20642677849	2688.81463325511	2626.42588827465	2031.97220716043	2515.98433331841	2529.74649474878	2523.82236860788	2453.05591095267	2387.65464620322	2337.48476511797	2321.01518317797	2118.34984183939	2179.70025527061	2181.65237982063	2198.38608718108	2245.09946820823	2213.5897023711	2205.02327581858	2135.89731190132	2119.14602720359	2055.6933457494	2009.64724127412	1964.89594949745	1912.06387194605	1869.21184505091	1857.05129821407	1822.16404314167	1785.37730506957	1927.40641795403	1776.3763969555	1763.43178881479	1741.86261486949	1735.25007632175	1693.08073193578	1680.96124822228	1666.25200626964	1690.47379411905	1655.15877235308	1635.15138100909	1603.79114348511	1555.63557661107	1550.97543092764	1550.1980649891	1487.82416989003	1479.3477123102	1499.69681665612	1435.82603956809	1427.13748371697	1379.88671597804	1373.49530163495	1349.34805390493	1263.94220259185	1248.02173960073	1218.27996446387	1211.70128682911	1143.64912224481	1129.96035680642	1073.68218109148	1580.92711207701	811.141711598074	788.47649910316	603.616031306159	471.383656898038	125.733860967895	0	67.2785795589272	358.244063815134
"Punta Arenas"	3854.98190853494	3786.63703709732	3660.63993427499	3659.10718474707	3580.09644911146	3342.98958045807	3419.64447849323	3434.0452734275	3428.16526571415	3455.96972572782	3343.33190993774	3282.23365717277	3087.57631890155	2980.42819518144	2901.69033844163	2869.81233049592	2856.56033883023	2734.87899294687	2746.09915360714	2683.98822087732	2090.47125335651	2572.60149946531	2587.07266447783	2581.27606435192	2510.31371837771	2444.62524837999	2394.69860479391	2377.95015419916	2176.23375594959	2237.587978477	2239.41985081008	2255.73338338578	2302.41590274381	2270.112314551	2261.35591337449	2192.31521269591	2175.61208189322	2112.20678162163	2066.56146875942	2022.2171939577	1970.09210260024	1927.12106948699	1916.13790473317	1881.60364232995	1844.16969255548	1986.5971813829	1836.75360489782	1823.72461609507	1802.34692200733	1795.74276145609	1753.8999660539	1742.25544652168	1724.97462503447	1749.75273022731	1715.04543075319	1694.59685547892	1663.11320497909	1616.39559950707	1611.40167288495	1609.9875826941	1547.06097172926	1539.31111605113	1560.61521409991	1496.91008796952	1487.52657212724	1440.81012765828	1434.20229995475	1410.45155855299	1324.91234162496	1308.91251314368	1279.63151200737	1274.28370819717	1206.31921518405	1192.7559029568	1136.28624558078	1638.24445151427	872.753776229096	848.450651805813	665.786379683093	534.512016996436	192.931590174798	67.2785795589272	0	292.737865695997
"Puerto Williams"	4057.55466602486	3988.32060445419	3862.40832105984	3858.80795987922	3779.09062384469	3530.63914067414	3613.60738925972	3628.0834942615	3627.13193835457	3658.3097111248	3547.49682066265	3486.15383866677	3292.25956680868	3182.31749209603	3109.24868562793	3073.93327060464	3060.26729239083	2942.3376662601	2956.87138370829	2896.4929988908	2310.45953125405	2780.33371407405	2798.61030359492	2793.53309687896	2721.75808255154	2654.76432222755	2606.35669113722	2588.1701506517	2392.4736950113	2453.57185267509	2454.74199538897	2468.70847066005	2515.01805980776	2478.59952534894	2468.87345727254	2400.62118375698	2384.25700099102	2321.42986154701	2278.14928310537	2236.20669456147	2188.14384069262	2144.77455968524	2140.20813654993	2107.78938212023	2067.04062513724	2210.87804169629	2068.36828167118	2054.93534887389	2034.73940403084	2028.21686713815	1988.42788326597	1979.53407620986	1948.2019859879	1975.81346454401	1944.62216822749	1921.90148924628	1889.95709808645	1851.38068789289	1844.57694408247	1839.70521028511	1774.27014635354	1770.45824334987	1796.82879486173	1734.46093001258	1721.34631731918	1677.87588943181	1670.14041777754	1648.72632970554	1563.14375460896	1546.85480565161	1520.30373842905	1521.79074939212	1454.85182692038	1442.1031750403	1385.05313749789	1854.71543223023	1119.45151817864	1087.67070820536	918.928828017976	795.072780139828	482.97507627975	358.244063815134	292.737865695997	0
